puzzle,solution
236005970070200046048617235090060020004000790052300000509700412060082057723450680,236845971175293846948617235397164528614528793852379164589736412461982357723451689
080195600600483001900007000170046582006210740008009310894060073020971008000800090,482195637657483921913627854179346582536218749248759316894562173325971468761834295
084300700009870065000109000206500007001007020000010530020005680040600070007080052,684352791319874265752169348296538417531947826478216539123795684845621973967483152
024815090009020500815079200003208170052967438470350620580730002940582367037090004,324815796769423581815679243693248175152967438478351629586734912941582367237196854
030090060000705000000008005700903426903520800208001500100000602079640000006819370,835294761412765983697138245751983426943526817268471539184357692379642158526819374
001080340040102605306700000100200490060013580200048037004000720009000054002470061,721586349948132675356794218183257496467913582295648137514869723679321854832475961
000050000300000007000061002060870010090032000008609005901006500270083940600905800,812357694346298157759461382563874219197532468428619735981746523275183946634925871
370051809050000062802309001200004000600972050705018904100095200420000095000000408,376251849951847362842369571219534786684972153735618924168495237427183695593726418
800160025730040916060290800680902570025478000400030082910324758008001403050789200,849167325732845916561293847683912574125478639497536182916324758278651493354789261
124953768800640023006008005003564091402019876691702354210405687547090130068000549,124953768875641923936278415783564291452319876691782354219435687547896132368127549
309070820847500000000900034010020007006040003000197246000654002000200160000000400,369471825847532691251968734914326587726845913583197246198654372475283169632719458
000000260020004009508032000004060000050483096036290054640709300790348610385126900,479815263123674589568932471914567832257483196836291754641759328792348615385126947
073000250002080000500723000000070025480000160027651300054300008709800602360200040,873194256192586473546723891631478925485932167927651384254369718719845632368217549
092580030600243070070019400054006003000700040030000706500000190000052067009870000,492587631615243978873619425754196283126738549938425716587364192341952867269871354
890342007345701892701598004163004205207150940000200671410020708578439026632817059,896342517345761892721598364163974285287156943954283671419625738578439126632817459
008700000400009753570031004000080096082050437605900018147603000896507300003400000,368745129421869753579231864714382596982156437635974218147623985896517342253498671
064050821017680000803010070598126400600830952300945006100000703486300510700501000,964753821217684395853219674598126437641837952372945186125498763486372519739561248
709000061001736490000904020002090013008203509050107002104000036536401907207369104,749852361821736495365914728472695813618243579953187642194578236536421987287369154
000005071045013908000800405480001500053092000690080040000008650068700009200000037,826945371745213968931876425487361592153492786692587143379128654568734219214659837
043001820871450930065900010100700640000000301000010590010328054354167289702509003,943671825871452936265983417198735642526894371437216598619328754354167289782549163
790540306040001008050860020810050040070000800006420107000009700000210980900600005,798542316642931578153867429819753642274196853536428197425389761367215984981674235
500197348049230000013048925160974800405003716370506090004381072601700000237469500,526197348849235167713648925162974853495823716378516294954381672681752439237469581
001492356005007000400830900600050098810700540090280763360000200009003005108906437,781492356935617824426835971672354198813769542594281763367548219249173685158926437
906401007012000500543270601050020000000580000000304850008000200070002410000160900,986451327712693584543278691854729163391586742267314859138945276679832415425167938
045182007712340050908600400204035060501800034306000875050901002000528900820473506,645182397712349658938657421284735169571896234396214875453961782167528943829473516
604027309300180070050300080206408500000000060070691240400910058008043006790856034,684527319329184675157369482236478591941235867875691243463912758518743926792856134
203900050508746001061035800010304600040057000000060140600003010180500060059001204,273918456598746321461235897915324678846157932732869145627483519184592763359671284
005000408710004000000306010067010000020740806480630100070053081600009204008201700,235197468716584923894326517567918342123745896489632175972453681651879234348261759
000050900000849730490000561974000008050000000000374000703905016869403000501620800,237156984615849732498732561974561328356298147182374659723985416869413275541627893
700801500040050071500002009104070258370000106980010400000000900621580040897200600,736891524249356871518742369164973258375428196982615437453167982621589743897234615
048705069050319802010000570200001980500270000700930400000002000479103250100540090,348725169657319842912864573263451987594278631781936425835692714479183256126547398
100209000098056034070810052741008000002060075605000820300680000000000016067000200,153249768298756134476813952741528693982361475635497821319682547824975316567134289
008000407490630802030004006004051003170860504050742080945200308010000040007000010,568129437491637852732584196284951763179863524653742981945216378816375249327498615
000470069060509200190300807010030720009080514256047390900650472030004001042890600,523478169867519243194362857418935726379286514256147398981653472635724981742891635
001000005700500083630004900000070000200100000000460810027009068009000240054027000,481932675792516483635784921516278394248193756973465812127349568369851247854627139
000086090690000000080090040850013920002560301300842075030624750000170803500030002,245386197691457238783291546856713924472569381319842675138624759924175863567938412
080090000320087906946501800100620784638004090402908601790042008003700542214805379,587296413321487956946531827159623784638174295472958631795342168863719542214865379
200350976037409102619000300006103258000897013080020000904000501062900400351274860,248351976537469182619782345796143258425897613183526794974638521862915437351274869
105040007030000019090107800050060020061029008070000094010090200803001906040270105,185942367732586419694137852359864721461729538278315694517698243823451976946273185
000184900109206008030009004785000000003658020002910003090040300020701000071090642,257184936149236758638579214785423169913658427462917583596842371324761895871395642
700000350000805020006001900001000863300008204024003075007010002030284706412007000,748926351193845627256731948971452863365178294824693175687519432539284716412367589
050410000910827400700065209070080500065204300429150700607501904504690178190008605,253419867916827453748365219371986542865274391429153786687531924534692178192748635
002010900040905028000702000500007010907054000214608530305040006400000300700320004,872413965143965728659782143586237419937154682214698537395841276428576391761329854
284900000000008495905001000800560000100290600003007940016300084390400106400016009,284935761731628495965741823829564317147293658653187942516379284398452176472816539
300080694000000800690210030000370009082540700100008000030156000400020305005490200,321785694754639821698214537546372189982541763173968452237156948469827315815493276
807524309130708405042030608620470090700850043384000007473002050208617904006340082,867524319139768425542139678625473891791856243384291567473982156258617934916345782
004018000200305100819600030491500200380009700000804301100286050000430600000007000,534718926267395184819642537491573268386129745725864391173286459958431672642957813
000602019200900080001804056830060172000240563026713048702095631000000005905006027,458632719267951384391874256834569172179248563526713948782495631643127895915386427
080000759000400016950080300807900000260054090005600082038201040004070030000040000,486123759372495816951786324847912563263854197195637482738261945614579238529348671
508760010032150760176300954200605380603000549759000106001082075825437690490516832,548769213932154768176328954214695387683271549759843126361982475825437691497516832
600004000000901000009070004006792001102503900930000720704050000268000005300400869,613284597547931682829675134486792351172563948935148726794856213268319475351427869
057001040080594200496000000104000300030910002670300100000160000010009053500873910,257631849381594267496287531124758396835916472679342185943165728718429653562873914
400186930001005800060090000206004300700009010810003052300058029000001500085002060,427186935931245876568397241256814397743529618819763452374658129692471583185932764
009800427472069850003000000020478000780090206040256308230007100090012704060040582,619835427472169853853724691326478915785391246941256378234587169598612734167943582
030080620600002000792641000006150400250367809080904060005003200400076100007200040,531789624648532791792641385976158432254367819183924567815493276429876153367215948
038500000000020600010706000971208460056009020302640010843000006060000540509407083,638514792794823651215796834971238465456179328382645917843951276167382549529467183
030070000000894000805300907306200071020000000001043205600900020052700134000000006,439576812217894653865321947386259471524187369791643285643915728952768134178432596
008000040500010300760030502000000003400690007306504980604380129010900630903000804,138259746542716398769438512295871463481693257376524981654387129817942635923165874
807005091012030000000007240030500008090081702000920004000002873020000409004300120,847265391612439587953817246236574918495681732178923654569142873321758469784396125
010020000050100800920350710040000507090570100560480900000004605070910438000065200,814627359753149862926358714341296587298573146567481923182734695675912438439865271
008500240400060085509482003150207000006043702700000310000900020007300008941620000,678539241432761985519482673153297864896143752724856319385974126267315498941628537
000010007406273589005080420000926050500008070680751902830092065700005210251007894,928514637416273589375689421147926358592438176683751942834192765769845213251367894
301547020002189700805326004524610897013000460000400103039060280108200509257801346,391547628642189735875326914524613897713958462986472153439765281168234579257891346
056073419000000607049150038072031006004508001000792005200614000000007062100905070,856273419321849657749156238572431986934568721618792345287614593495387162163925874
590074002006910500304002900083256471002007000400800003035140020200000704048705109,591674382826913547374582916983256471162437895457891263735149628219368754648725139
086030702000670401501020006908710004160280070000960200750140029000300005000052000,486531792239678451571429386928713564165284973347965218753146829812397645694852137
490128603006400012521376004230841067000060390058793200905010830103600029860004105,497128653386459712521376984239841567714562398658793241945217836173685429862934175
003715400080600001100038060700801054001503007400079603920056008306100540805000320,693715482587624931142938765739861254261543897458279613924356178376182549815497326
590201746068350129004067800107000564946705081000146200809070600030618975600092030,593281746768354129214967853127839564946725381385146297859473612432618975671592438
203069410000572060700000820970000030030910082508620700080200074360000000020035690,253869417841572963796341825972458136634917582518623749185296374369784251427135698
609050081000100490003289567061008703938517620054020800095640178076931200400800006,629754381587163492143289567261498753938517624754326819395642178876931245412875936
001030429004980357709000081006129000018075962927040500843000706000093145195407208,581736429264981357739254681356129874418375962927648513843512796672893145195467238
002403875584760023700020000900002700420190030100000400800231657206970318371005000,692413875584769123713528964965342781428197536137856492849231657256974318371685249
002040007900070430084200015693817520017900306428300179100002008000680041070000263,352146897961578432784293615693817524517924386428365179146732958235689741879451263
108000460263400007700610003400061030306000105500300040030100054810790306005203801,158937462263458917749612583487561239396824175521379648932186754814795326675243891
136890270009052416020710309658020047241078060300400850980047600012635708703189504,136894275879352416524716389658923147241578963397461852985247631412635798763189524
861037905205801006093600000780915000020740001059320400002103879010500003037209150,861437925275891346493652718784915632326748591159326487542163879918574263637289154
307290000009030582210068937900000875708952040154780000003009618821340750500070004,387295461649137582215468937932614875768952143154783296473529618821346759596871324
020600900070019200098402106243805001601090840700046305932001008867000000000060002,124687953376519284598432176243875691651293847789146325932751468867324519415968732
103070000208040069050000734017090546520804000034000920761508402492000850085000070,143976285278345169956182734817293546529864317634751928761538492492617853385429671
003208900905073000820000003006000080791084030000610000207306800039040062100720390,673258941915473628824169573456932187791584236382617459247396815539841762168725394
070002000680000920203008000009060287300000600700005014500020108800009000002481030,175932846684517923293648571459163287318274659726895314547326198831759462962481735
008072010600400502070000004000005981010794603009001007006057408004006130003008009,948572316631489572275613894467235981812794653359861247196357428784926135523148769
600091053700403600000008000100900042030284715020100960800657000504010006000049571,682791453715423689349568127158976342936284715427135968891657234574312896263849571
350407000401862003070000020514230000006170030700604201040700902200006105907000048,352497816491862753678315429514238697826179534739654281145783962283946175967521348
658103470703480150421506003900200764000960005064708000030007508800005691046800237,658193472793482156421576983985231764317964825264758319139627548872345691546819237
008700102000300050050010070410070000030800004009060700000140507081050000700630021,368795142174382956952416378416973285537821694829564713293148567681257439745639821
028005700500040160704200090847050013000000000205730689901000006600020070402060050,128695734539847162764213895847956213396182547215734689951478326683529471472361958
680070001107300600320150090016002000273000904548930026465009810032080009090403007,689274531157398642324156798916842375273615984548937126465729813732581469891463257
000625030000098010020701609009307001562109870107582400000270080208006050000800000,914625738376498215825731649489367521562149873137582496651273984248916357793854162
015034000064000317900100800509003000642800000003000980028090056000580420000460798,815734269264958317937126845589213674642879531173645982428397156796581423351462798
038020600001604390456013200069200500070308020040709080683000000014872900000430851,938527614721684395456913278869241537175368429342759186683195742514872963297436851
641090275875004060002560001297450018410200703083700904328045100050002806709031500,641398275875124369932567481297453618416289753583716924328645197154972836769831542
003850400740200008100904062010060073007100800090003250970308025004500700280600034,623851497749236518158974362812465973537129846496783251971348625364512789285697134
307090010200103890001026007743950000000701080910040003004300600509210308000000940,387495216256173894491826537743958162625731489918642753174389625569214378832567941
380697051107004039009002004090000168413508900200070043942080000500040080876200405,384697251127854639659312874795423168413568927268179543942785316531946782876231495
002900503100040208005800914304702080908163020260089030470090006680014702000000800,842971563196345278735826914314752689958163427267489135471298356683514792529637841
000160000350000920000035647103026090000300800060490070010000009538200004004010732,947162358356784921281935647173826495429357816865491273712643589538279164694518732
005400027060070300002690804020000905700100006581000000097050000030000570100307400,915483627864572391372691854623748915749135286581269743497856132236914578158327469
071240080008060030000097140506072408000010650700008000100000060007080500030900000,671243985948561732352897146596372418823419657714658329189735264267184593435926871
460000059000690800879100000206015408750000361080430502007201983008347020620580710,462873159315692847879154236236715498754928361981436572547261983198347625623589714
508000240601342587234875096012730459009254308453981760026510904147000820905400001,578169243691342587234875196812736459769254318453981762326518974147693825985427631
048025907000739084097481600080007012761008590000100000904800051800500309605090748,148625937256739184397481625583967412761248593429153876934876251872514369615392748
906485100108060000475913602784000016312040590659831200560170009047059861891020730,926485173138267954475913682784592316312746598659831247563178429247359861891624735
084000150179600420002900670290406000568007000041000060820540090000760342007000000,684372159179685423352914678293456817568127934741839265826543791915768342437291586
010092003000040000430108900082900005596800000300060800000406309050000004674309581,817692453269543718435178926782914635596837142341265897128456379953781264674329581
108300906004806050000014000000003420035020000002009070043060000901532000507081302,128375946374896251659214837796153428435728619812649573243967185981532764567481392
003094000057036400941000000725069000069081704814302600000040060472010985590800003,683794512257136498941258376725469831369581724814372659138945267472613985596827143
160000020000620013002800764000040036000000100500000080071460308250739001043158079,164973825785624913392815764819247536437586192526391487971462358258739641643158279
000002498000580300809000002003050210018060509600901003004007600081620000090804020,567132498142589367839746152973458216418263579625971843254397681781625934396814725
700900000902014000431020680340000500020007346000000010200008053860070004014000000,756983421982614735431725689348196572129857346675342918297468153863571294514239867
008000040290040050640003000900004207084000190002090530005718000169405802803960015,358279641297641358641583729936154287584327196712896534425718963169435872873962415
170802005000150090402000080018963700000075618200408000943701020000006030680300070,179832465836154297452697381518963742394275618267418953943781526721546839685329174
469230870000954030000070904230009000014005060008023500002300007100592380000000400,469231875781954632523678914235169748914785263678423591892346157147592386356817429
947582360600003489103964270254706000361000040009451023000040912510820734000310856,947582361625173489183964275254736198361298547879451623738645912516829734492317856
200080637460972000178350420027568041810004000004010382906825070501607093702093006,295481637463972518178356429327568941819234765654719382936825174581647293742193856
002058079081097520070600084036075091190340807028010035000200650000030018050700942,642158379381497526579623184436875291195342867728916435917284653264539718853761942
108000059000600400000190086210009508004063021006000040000201094082906000970058600,168324759529687413347195286213749568754863921896512347635271894482936175971458632
872005419006801050130070060504098670080060294769000580410200038050080000098140700,872635419946821357135974862524398671381567294769412583417256938253789146698143725
610480703008503090039000005050074308860301570070208904007060400400002607096047000,615489723748523196239716845952674318864391572173258964327165489481932657596847231
010050470670000850040970006007630004104000000003500091081090600020847010700000008,318256479679413852542978136297631584154789263863524791481395627926847315735162948
003006057006100030008000100005048690600915043910000000002500008070030020530870000,193426857256187934748359162325748691687915243914263785462591378871634529539872416
070230054463950170502407309008090007340700900790385000016800090904070280837029640,179236854463958172582417369628194537345762918791385426216843795954671283837529641
107538004203046108000027593340092710765081029920475086009260801410050007836710002,197538264253946178684127593348692715765381429921475386579263841412859637836714952
240190060000700541105040902054200106032050000981674305528037600470500008019002750,247195863893726541165348972754283196632951487981674325528437619476519238319862754
057004010000730580003852000694017050238060100005020039006000701001205008409006320,857694213942731586163852497694317852238569174715428639526983741371245968489176325
013009400924010000768340201057986040000271050291500060130000679070193800040000000,513629487924817536768345291357986142486271953291534768132458679675193824849762315
040300081000000500052097060080000150020605000090010026800460000400070002070000003,947356281368124579152897364684239157721645938593718426839462715416573892275981643
003104700010592080280703190050620470600051820800370050470910200008040907900800500,593184762716592384284763195159628473637451829842379651475916238368245917921837546
000000000609071008785000040200730000057146900040029000003090000508004000060008130,412583769639471258785962341296735814857146923341829576123697485578314692964258137
083490720000007400050002000349500600001000352000703104010208063062350001835906207,183495726296187435457632819349521678671849352528763194914278563762354981835916247
364800000000000000802005400400003900005007001030940850903628070500701004000300080,364879512159432768872165493487513926695287341231946857943628175528791634716354289
639205701005001600170046000840053029561092830092004067900108006786009210200060498,639285741425971683178346952847653129561792834392814567954128376786439215213567498
050100069862005000107006050006004075738951624425630910580420730203060501670500400,354172869862395147197846253916284375738951624425637918581429736243768591679513482
000060503006003802032840697060009000804020375257000009308007450000205030005008000,981762543476953812532841697163579284894126375257384169328697451649215738715438926
000010600000608007460703001075100000000932005240507009600301042034000500102450000,397215684521648937468793251975164328816932475243587169659371842734829516182456793
003009426500020700274816930402030500300497068987652143000900072028743059739005804,813579426596324781274816935462138597351497268987652143645981372128743659739265814
041809572057020100602715490830542907170900000290180064709654208028301600403298701,341869572957423186682715493836542917174936825295187364719654238528371649463298751
963810000407300081810000029006539802000001004000784003080020107072000490050600238,963812745427395681815476329746539812538261974291784563684923157372158496159647238
001030094030000061475019238390158600604000185108040009010983406086000900000060010,261835794839724561475619238397158642624397185158246379712983456586471923943562817
000006471000000000567014000084705000090102700010483005000007210000008054402000090,829536471143879562567214389284795136395162748716483925658947213971328654432651897
090320406103060070264190350008019003002800001309000000046080100800030069030756820,597328416183564972264197358678219543452873691319645287746982135825431769931756824
000000000857016900920084007000063140600105093070008000542601039300000471008400205,431297586857316924926584317295763148684125793173948652542671839369852471718439265
020963408040520069000000500001009005200480000758210000674350901090040050003890040,125963478347528169986174532461739825239485617758216394674352981892641753513897246
160490008030001204200030100370089460820070901941026780752600309609000807080910025,167492538538761294294835176375189462826374951941526783752648319619253847483917625
106038090859600340073094006310947208067200030082300901601470000008000000000060003,146738592859612347273594186315947268967281435482356971631475829798123654524869713
059000067400001020816570040305090204780036000190205376021004730508700691673810400,259348167437961825816572943365197284782436519194285376921654738548723691673819452
007004300503000008840300901925438016070900240600017080309000050700003094081000602,217894365593761428846325971925438716178956243634217589369142857752683194481579632
009607000001508300802000000380200000907300020020069000600840057405070002278900601,549637218761528394832491765386215479957384126124769583613842957495176832278953641
010460030402300095006905000000790000307000504861003000270056040053204006000000050,915462837482317695736985421524791368397628514861543279279856143153274986648139752
004080125003700490058090607067020080480367500032008706000536200370040060900870304,794683125613752498258194637167425983489367512532918746841536279375249861926871354
263010074810000063090306082900604720500902000400000605608493010049705006020061009,263518974814279563795346182931654728576982341482137695658493217149725836327861459
000900100000000060060723000630514278120007300500036409000600500700000600286375000,357968124892451763461723895639514278124897356578236419913642587745189632286375941
072135689108924530000780241700690803605043102823500960006310725280009316501200408,472135689168924537359786241714692853695843172823571964946318725287459316531267498
901805670000002480430100029096000000304691052010000000700010000002050900000028705,921845673567932481438167529296583147374691852815274396753419268182756934649328715
050900060807560900601200080000402650002000700019736024106000409020600000000817006,254983167837561942691274385378492651462158793519736824186325479723649518945817236
070000245456209308281305000008030702034090050009150600302504000840903520090627400,973861245456279318281345967518436792634792851729158634362584179847913526195627483
230001080078095631160400025700000209053020140080514060501900070090056010820147090,235671984478295631169483725714368259653729148982514367541932876397856412826147593
040000763070900420600003005000028009950046002003000040037094100490000078100800304,549182763378965421612473985764328519951746832283519647837294156495631278126857394
070640051004705006000030027000800062708300540651000708030009005067580014805170093,279648351314725986586931427493857162728316549651294738132469875967583214845172693
020300008100978030304050009000060180007000260030001070501026307403000820200030000,729314658156978432384652719942763185817549263635281974591826347473195826268437591
000052930239760541150043000613204008500010604004685003006070100790000420041006309,468152937239768541157943862613294758582317694974685213326479185795831426841526379
054001000236805719189270006007500200001430567060709001605080004418397625002654108,754961382236845719189273456847516293921438567563729841675182934418397625392654178
094518006000200000500009004000900300300605008000000170016800003000000401407152680,794518236183246597562739814845971362371625948629483175216894753958367421437152689
008403100100200047047106000410307628800060304020800009351700400000004030704035001,598473162136259847247186953415397628879562314623841579351728496982614735764935281
004000000870630100060000080681900405230001008000200001400800950005006870090000002,154789236872635149963412587681973425239541768547268391416827953325196874798354612
860900021500100389910400000206001000108004235005230168054010703029000006301060500,867953421542176389913428657236581974178694235495237168654812793729345816381769542
320000040601000000400109030009613020263005001800072000130000004042800370080006005,325768149691234857478159632759613428263485791814972563136527984542891376987346215
251000900630950040000100000025080030010300407390500608003005000500006302040070090,251764983638952741974138265425687139816329457397541628763295814589416372142873596
251904867008107003009800200190048700460570089070009541027615400300400005504783002,251934867648127953739856214195348726462571389873269541927615438386492175514783692
000071029708000050040000706080247000071000080504308690007002000030186000000730065,653471829718629453249853716986247531371965284524318697167592348435186972892734165
100007000069530000000602097080090210007020060000865400095400031070000000630200745,124987356769531824853642197586794213947123568312865479295478631471356982638219745
004052390080003076000069458068090537125637904093548162041975023206004000030106805,674852391589413276312769458468291537125637984793548162841975623256384719937126845
560803172002607349973021805290780503700010600310500094639100257457236981821900036,564893172182657349973421865296784513745319628318562794639148257457236981821975436
010420900500000402008059001069040007001960050450703000106002000904580700730004826,613427985597831462248659371869245137371968254452713698186372549924586713735194826
801092734670004080040087120700000600200000003006023450000200060003870000520300890,851692734672134589349587126734958612285461973916723458498215367163879245527346891
319408027782003409006207103003825000804670300100030056000106000061359000000080640,319468527782513469546297183693825714854671392127934856278146935461359278935782641
405003080600000000018700046001035600060004030507006000000508391180020504900400200,475693182692841753318752946841935627269174835537286419724568391186329574953417268
900006573501070908070005000000751020360020417700000805043800050050002000080509100,924186573531274968876395241498751326365928417712463895243817659159632784687549132
623090070408072603091600540000021360230964700910703000502000910307000020000057800,623495178458172693791638542874521369235964781916783254582346917367819425149257836
029784500004050200875031004341060700207013005058020631000508006086042000010306407,629784513134659278875231964341865792267913845958427631493578126786142359512396487
000000000610205034000000120200001000750063812000002740020800001100524000030019058,392146587618275934574398126243781695759463812861952743925837461186524379437619258
108365049006970108930008500205810076080006010701000005810007653307600000000003090,178365249546972138932148567295814376483756912761239485819427653357691824624583791
065900380410300027309200000000050000056000003040603590003009040190700035000004260,265917384418365927379248156932451678756892413841673592623589741194726835587134269
800400070003070820470003000005060490640958031309042650000607042028000700060230109,852419376193576824476823915285361497647958231319742658931687542528194763764235189
703842509510370684490015037150903700379584006000000953000200070000036805987400360,763842519512379684498615237156923748379584126824167953635298471241736895987451362
008050670070000180061000034004700008007841060896003007080004052005300800010200706,348152679972436185561978234134769528257841963896523417789614352625397841413285796
005800601000005732203004500680700100502000006190063800000050217000900000051240008,975832641846195732213674589684729153532481976197563824469358217328917465751246398
000806102005041308060020050090005020870402005200097834009204000087000209000968003,743856192925741368168329457394185726876432915251697834539274681687513249412968573
581209076603040952940060000007026098006704210230085040024600109105970824398412765,581239476673841952942567381417326598856794213239185647724658139165973824398412765
300502080205089000900640002400190708809003010050800000000030800003010074010064095,361572489245389167987641532432196758879453216156827943694735821523918674718264395
421760509805109760607045208754912386086573421210000907140057893509831600368294100,421768539835129764697345218754912386986573421213486957142657893579831642368294175
950026000003000100200000500806275403024038900537109608005060030002010004300750800,951426387463587192278391546896275413124638975537149628715864239682913754349752861
000410570430702109070090002060005020000040003049030750300000900985000600600000204,296413578438752169571896342863975421752641893149238756324167985985324617617589234
379000801050000720840507000080005030200004007796080010003000170410023060008070003,379246851651839724842517396184765239235194687796382415963458172417923568528671943
680050000790281000210067000006002800400000670009638050900004000307820100051003006,684359721793281564215467938536742819428195673179638452962514387347826195851973246
769081430000600081120450006000860500006025009584000607600508092053900000000046700,769281435435697281128453976972864513316725849584139627647518392853972164291346758
103000000000020000520000803907038640800001009300400007280703906609200000051086000,173869425498325761526147893917538642842671359365492187284753916639214578751986234
003705600080000753071030400045900270002008309300402060004006010159040026000890030,423785691986124753571639482645913278712568349398472165834256917159347826267891534
008090210201850497090217060807009005005700839109002040900675304700100902054008601,578496213261853497493217568847369125625741839139582746912675384786134952354928671
600020090791050024050097031060070102170000960005900000340000200006002005527004300,634128597791356824852497631469873152173245968285961743348519276916732485527684319
000280041000005087458000290689000000704800005020060900800050030000300076003104800,976283541132945687458716293689531724714892365325467918847659132591328476263174859
004000250205840600167325009010060705000783000702509300500408900000100070401052800,384691257295847613167325489813264795659783142742519368536478921928136574471952836
109060523504031698030008174002000007360700080740050230003602709000000060691870002,189467523574231698236598174912386457365724981748159236853642719427913865691875342
107400208320068501580210036000000700691730050000600000000000100800005903000879625,167453298324968571589217436238591764691734852745682319952346187876125943413879625
000000820350082674000060093005304086600200410908010207507000340096800000000459000,769543821351982674824761593215374986673298415948615237587126349496837152132459768
800276903306900400912045000500069000790000006630704000107002040200498070000510380,845276913376981425912345867528169734794823156631754298187632549253498671469517382
608000921000870065300102070003000004027640539941730602030507000180394057704216090,678453921412879365395162478563928714827641539941735682239587146186394257754216893
040001600906400000000000830300002100002100000059600208007810350000000081013096407,548371692936428715721965834384752169672189543159643278297814356465237981813596427
068390502970450068500080407730900050005240030649005821010009070290000145357120906,468397512971452368523681497732918654185246739649735821814569273296873145357124986
600000080000048300000602014040801609308009700096000803000050402002307065503094008,654913287271548396839672514745831629328469751196725843987156432412387965563294178
000600072003054908709102005016573009008000030000000000900207001070061400060000807,541698372623754918789132645416573289258419736397826154934287561875961423162345897
840270500973800000000040080100000623004020008290300104308716090060080012010502000,841279536973865241652143789185497623734621958296358174328716495567984312419532867
600308004278004010043100000050207930034091520962000701180002000000006070020703800,619378254278564319543129687851247936734691528962835741187952463395486172426713895
700100040040506080008400531800007120010900070672805490300051000000080312024000800,753198246241536789968472531839647125415923678672815493387251964596784312124369857
082319005037506049050002010500073968900060327070098401010654790000007084004801000,482319675137586249659742813521473968948165327376298451813654792265937184794821536
100300648002000000308060219000609023007120806900000104000013000753200981241080300,195372648462891537378465219814659723537124896926738154689513472753246981241987365
852109700040800900379205048003920001960000000725001009090510607530608200610002305,852149736146837952379265148483926571961754823725381469294513687537698214618472395
010900830009500070087120009090430627724006000000290000930080050000650000801349000,215974836349568271687123549198435627724816395563297418936782154472651983851349762
029104700034587692765200104640952031003010947010470260591746320002890416480021579,829164753134587692765239184647952831253618947918473265591746328372895416486321579
